Ligand SMILES,Target Name,Kd (nM)
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCS(=O)CC2)c2ccccc12)C(C)(C)C,Mitogen-activated protein kinase 14,0.4
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCCCC2)c2ccccc12)C(C)(C)C,Mitogen-activated protein kinase 14,14.0
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCNCC2)c2ccccc12)C(C)(C)C,Mitogen-activated protein kinase 14,12.0
C[C@H]1CN(CCOc2ccc(NC(=O)Nc3cc(nn3-c3ccc(C)cc3)C(C)(C)C)c3ccccc23)C[C@@H](C)O1,Mitogen-activated protein kinase 14,1.5
C[C@H]1CN(CCOc2ccc(NC(=O)Nc3cc(nn3-c3ccc(C)cc3)C(C)(C)C)c3ccccc23)C[C@H](C)O1,Mitogen-activated protein kinase 14,0.096
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCN2CCSCC2)c2ccccc12)C(C)(C)C,Mitogen-activated protein kinase 14,5.9
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCc2cccnc2)c2ccccc12)C(C)(C)C,Mitogen-activated protein kinase 14,0.52
COc1ccc(CCOc2ccc(NC(=O)Nc3cc(nn3-c3ccc(C)cc3)C(C)(C)C)c3ccccc23)cc1OC,Mitogen-activated protein kinase 14,3.5
Cc1ccc(cc1)-n1nc(cc1NC(=O)Nc1ccc(OCCn2ccnc2)c2ccccc12)C(C)(C)C,Mitogen-activated protein kinase 14,0.074
Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,D(2) dopamine receptor,0.093
Cn1cc(nc1-c1ccc(OCC(O)CNCCOc2ccc(O)c(c2)C(N)=O)cc1)C(F)(F)F,Beta-1 adrenergic receptor,1.6
OC(CNCCNC(=O)Nc1ccccc1)COc1ccccc1C#N,Beta-1 adrenergic receptor,1.24
O[C@H](CNCCNC(=O)N1CCOCC1)COc1ccc(O)cc1,Beta-1 adrenergic receptor,60.0
CC(C)NCC(O)COc1ccc(COCCOC(C)C)cc1,Beta-1 adrenergic receptor,15.0
CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1,Beta-1 adrenergic receptor,6.2
COCCc1ccc(OCC(O)CNC(C)C)cc1,Beta-1 adrenergic receptor,55.0
CC(C)(C)NCC(O)COc1cccc2[nH]c(=O)[nH]c12,Beta-1 adrenergic receptor,0.62
CC(CCc1ccccc1)NCC(O)c1ccc(O)c(c1)C(N)=O,Beta-1 adrenergic receptor,23.5
COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12,Beta-1 adrenergic receptor,1.76
CC(C)NCC(O)COc1cccc2ccccc12,Beta-1 adrenergic receptor,6.9
CC(C)NCC(O)COc1ccccc1CC=C,Beta-1 adrenergic receptor,15.0
Cc1ccc(Cl)c(OCC(O)CNC(C)(C)C)c1,Beta-1 adrenergic receptor,3.1
CC(C)(C)NCC(O)COc1cccc2C[C@@H](O)[C@@H](O)Cc12,Beta-1 adrenergic receptor,59.0
CC(C)(C)NCC(O)COc1nsnc1N1CCOCC1,Beta-1 adrenergic receptor,5.35
CC(C)NCC(O)c1ccc2ccccc2c1,Beta-2 adrenergic receptor,44.0
CC(C)NC(C)C(O)COc1ccc(C)c2CCCc12,Beta-2 adrenergic receptor,0.55
OCc1cc(ccc1O)C(O)CNCCCCCCOCCCCc1ccccc1,Beta-2 adrenergic receptor,1.47
CN(C)CCOc1ccc(cc1)-c1nc(c([nH]1)-c1ccc2C(CCc2c1)N=O)-c1ccncc1,Serine/threonine-protein kinase B-raf,0.3
Oc1cc(ccc1Cl)-c1[nH]c(nc1-c1ccncc1)-c1ccccc1,Serine/threonine-protein kinase B-raf,2.4
CC(COc1nccc(n1)-c1nc(c([nH]1)-c1ccc2C(CCc2c1)N=O)-c1ccncc1)N(C)C,Serine/threonine-protein kinase B-raf,0.5
CC(C)(CN)c1nc(c([nH]1)-c1ccc2C(CCc2c1)N=O)-c1ccncc1,Serine/threonine-protein kinase B-raf,4.9
O=NC1CCc2cc(ccc12)-c1[nH]c(nc1-c1ccncc1)C1CCNCC1,Serine/threonine-protein kinase B-raf,1.7
COCCN1CCC(CC1)c1nc(c([nH]1)-c1ccc2C(CCc2c1)N=O)-c1ccncc1,Serine/threonine-protein kinase B-raf,6.3
O=NC1CCc2cc(ccc12)-c1[nH]c(CN2CCOCC2)nc1-c1ccncc1,Serine/threonine-protein kinase B-raf,15.8
O=NC1CCc2cc(ccc12)-c1[nH]c(nc1-c1ccncc1)C(=O)NCCN1CCOCC1,Serine/threonine-protein kinase B-raf,1.4
CN(C)Cc1cccc(NC(=O)c2nc(c([nH]2)-c2ccc3C(CCc3c2)N=O)-c2ccncc2)c1,Serine/threonine-protein kinase B-raf,1.3
CN(C)CCOc1ccc(cc1)-c1cc(c(o1)-c1ccncc1)-c1ccc2C(CCc2c1)N=O,Serine/threonine-protein kinase B-raf,0.5
CN(C)CCOc1ccc(cc1)-c1cc(c([nH]1)-c1ccncc1)-c1ccc2C(CCc2c1)N=O,Serine/threonine-protein kinase B-raf,0.7
CN(C)CCOc1ccc(cc1)-c1cc(c(o1)-c1ccc2C(CCc2c1)N=O)-c1ccncc1,Serine/threonine-protein kinase B-raf,0.9
CN(C)CCOc1ccc(cc1)-c1cc(c([nH]1)-c1ccc2C(CCc2c1)N=O)-c1ccncc1,Serine/threonine-protein kinase B-raf,2.4
O=NC1CCc2cc(ccc12)-c1cc(oc1-c1ccncc1)C1CCNCC1,Serine/threonine-protein kinase B-raf,2.4
COCCN1CCC(CC1)c1cc(c(o1)-c1ccncc1)-c1ccc2C(CCc2c1)N=O,Serine/threonine-protein kinase B-raf,2.7
CN(C)CCNC(=O)c1cc(c(o1)-c1ccncc1)-c1ccc2C(CCc2c1)N=O,Serine/threonine-protein kinase B-raf,0.5
O=NC1CCc2cc(ccc12)-c1cc(CN2CCOCC2)oc1-c1ccncc1,Serine/threonine-protein kinase B-raf,7.2
CCN(CCO)CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)n[nH]3)ncnc2c1,Aurora kinase B,7.2
CO[C@H]1[C@H](C[C@@H]2O[C@@]1(C)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13)N(C)C(=O)c1ccccc1,Aurora kinase B,62.0
Cc1c(Cl)cc(F)cc1S(N)(=O)=O,Carbonic anhydrase 2,96.8
CC(C)(C)c1cc(NC(=O)Nc2ccc(Cl)cc2)n(n1)-c1cccc(N)c1,Mitogen-activated protein kinase 14,55.0
CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)-c1cccc(N)c1,Mitogen-activated protein kinase 14,12.0
CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(n1)-c1cccc(c1)[N+]([O-])=O,Mitogen-activated protein kinase 14,8.0
Fc1ccc(cc1)-c1ncn(C2CCNCC2)c1-c1ccncc1,Mitogen-activated protein kinase 14,12.0
Clc1ccc(cc1)-c1ccc(cc1)C(=O)NC(Cn1ccnc1)c1ccccc1,Sterol 14-alpha demethylase,70.0
COc1cccc(Sc2ccc(cc2)C(=O)NCC(c2ccccc2)n2ccnc2)c1,Sterol 14-alpha demethylase,90.0
O=C(NCC(c1ccccc1)n1ccnc1)c1cccc(Sc2ccccc2)c1,Sterol 14-alpha demethylase,50.0
CC(=O)N1CCN(CC1)c1ccc(OC[C@H]2CO[C@@](Cn3ccnc3)(O2)c2ccc(Cl)cc2Cl)cc1,Sterol 14-alpha demethylase,20.0
Clc1ccc(cc1)-c1ccc(cc1)C(=O)NC(C[NH+]1C=CN=C1)c1ccc(Cl)cn1,Sterol 14-alpha demethylase,60.0
Clc1ccc(cc1)-c1ccc(cc1)C(=O)NC(Cn1ccnc1)c1ccc(Cl)cn1,Sterol 14-alpha demethylase,70.0
NS(=O)(=O)c1ccc(cc1)N1CCN(Cc2ccncc2)CC1,Carbonic anhydrase 2,29.0
NS(=O)(=O)c1ccc(cc1)N1CCN(CC1)C(=O)c1ccncc1,Carbonic anhydrase 2,100.0
CC(C)CCOC(=O)Nc1cc(nc2ccccc12)-c1ccc2ccccc2c1,Peptidyl-prolyl cis-trans isomerase A,76.2
O=C1CCCC2(CCN(CC2)c2cnc3ccccc3n2)N1Cc1cccc2[nH]ccc12,Orexin/Hypocretin receptor type 1,17.0
Cc1ccc(C)c(CN2C(=O)CCCC22CCN(CC2)c2cnc3ccccc3n2)c1,Orexin/Hypocretin receptor type 1,100.0
O=C1CCCC2(CCN(CC2)c2nc3ccccc3o2)N1Cc1cccc2[nH]ccc12,Orexin/Hypocretin receptor type 1,36.0
Cn1ccc2c(CN3C(=O)CCCC33CCN(CC3)c3cnc4ccccc4n3)cccc12,Orexin/Hypocretin receptor type 1,56.0
Cc1cc(nc2ccccc12)N1CCC2(CCCN(Cc3c[nH]c4ccccc34)C2=O)CC1,Orexin/Hypocretin receptor type 1,90.0
CC(C)(CO)c1cc(NC(=O)Nc2ccc(cc2)-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc32)no1,Receptor-type tyrosine-protein kinase FLT3 [K633Q],0.68
CC(CO)(CO)c1cc(NC(=O)Nc2ccc(cc2)-c2cn3c(n2)sc2cc(OCCN4CCOCC4)ccc32)no1,Receptor-type tyrosine-protein kinase FLT3 [K633Q],1.6
COc1ccc(cc1)[C@H](C)NC(=O)COc1cc(c2c(nn(C)c2n1)-c1ccccc1)C(F)(F)F,Orexin/Hypocretin receptor type 1,8.0
C[C@H](NC(=O)COc1cc(c2c(nn(C)c2n1)-c1ccccc1)C(F)(F)F)c1c(C)n[nH]c1C,Orexin/Hypocretin receptor type 1,3.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1ccccc1)c1ccccc1,Orexin/Hypocretin receptor type 1,45.0
C[C@H](NC(=O)COc1cc(c2c(nn(C)c2n1)-c1ccccc1)C(F)(F)F)c1ccccc1,Orexin/Hypocretin receptor type 1,64.0
CC(NC(=O)COc1cc(c2c(nn(C)c2n1)-c1ccccc1)C(F)(F)F)c1ccccc1,Orexin/Hypocretin receptor type 1,36.0
C[C@H](NC(=O)COc1cc(c2c(nn(C)c2n1)-c1cccc(F)c1)C(F)(F)F)c1ccccc1,Orexin/Hypocretin receptor type 1,88.0
C[C@H](NC(=O)COc1cc(c2c(nn(C)c2n1)-c1cccc(C)c1)C(F)(F)F)c1ccccc1,Orexin/Hypocretin receptor type 1,48.0
CC(NC(=O)COc1cc(c2c(nn(C)c2n1)-c1ccccc1)C(F)(F)F)c1c(C)n[nH]c1C,Orexin/Hypocretin receptor type 1,6.0
COc1ccc(cc1)C(C)NC(=O)COc1cc(c2c(nn(C)c2n1)-c1ccccc1)C(F)(F)F,Orexin/Hypocretin receptor type 1,32.0
COc1cccc(c1)C(C)NC(=O)COc1cc(c2c(nn(C)c2n1)-c1ccccc1)C(F)(F)F,Orexin/Hypocretin receptor type 1,42.0
COc1ccccc1-c1nn(C)c2nc(OCC(=O)N[C@@H](C)c3ccccc3)cc(c12)C(F)(F)F,Orexin/Hypocretin receptor type 1,6.0
COc1ccc(cn1)C(C)NC(=O)COc1cc(c2c(nn(C)c2n1)-c1ccccc1)C(F)(F)F,Orexin/Hypocretin receptor type 1,46.0
CC(NC(=O)COc1cc(c2c(nn(C)c2n1)-c1ccccc1)C(F)(F)F)c1c(C)nn(C)c1C,Orexin/Hypocretin receptor type 1,26.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1ncccc1F)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,27.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1ncco1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,10.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1cnn(C)c1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,76.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1ncccn1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,11.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1cnccn1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,20.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1ccc(C)cn1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,14.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1nc(C)cs1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,4.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1nccs1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,3.0
COc1ccnc(n1)-c1nn(C)c2nc(OCC(=O)N[C@@H](C)c3ccc(C)cc3)cc(C)c12,Orexin/Hypocretin receptor type 1,7.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1cncs1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,46.0
COc1nc(cs1)-c1nn(C)c2nc(OCC(=O)N[C@@H](C)c3ccc(C)cc3)cc(C)c12,Orexin/Hypocretin receptor type 1,15.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1ncc(C)s1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,4.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1cccc(C)n1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,10.0
Cc1ccc2[C@H](CCc2n1)NC(=O)COc1cc(C(F)F)c2c(nn(C)c2n1)C1CC1,Orexin/Hypocretin receptor type 1,61.0
COc1ccc2[C@H](CCc2c1)NC(=O)COc1cc(C)c2c(nn(C)c2n1)C1CC1,Orexin/Hypocretin receptor type 1,67.0
COc1ccc(cc1)[C@H](C)NC(=O)COc1cc(C(F)F)c2c(nn(C)c2n1)C1CC1,Orexin/Hypocretin receptor type 1,36.0
C[C@H](NC(=O)COc1cc(C(F)F)c2c(nn(C)c2n1)C1CC1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,22.0
C[C@H](NC(=O)COc1cc(c2c(nn(C)c2n1)C1CC1)C(F)(F)F)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,44.0
COc1ccc(cc1)[C@H](C)NC(=O)COc1cc(C(F)F)c2c(nn(C)c2n1)-c1ccccc1,Orexin/Hypocretin receptor type 1,11.0
C[C@H](NC(=O)COc1cc(C(F)F)c2c(nn(C)c2n1)-c1ccccc1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,37.0
COc1ccc(cn1)C(C)NC(=O)COc1cc(C(F)F)c2c(nn(C)c2n1)-c1ccccc1,Orexin/Hypocretin receptor type 1,56.0
COc1ccccc1-c1nn(C)c2nc(OCC(=O)N[C@@H](C)c3ccc(C)cc3)ccc12,Orexin/Hypocretin receptor type 1,45.0
COc1ccc2C(CCc2c1)NC(=O)COc1cc(C)c2c(nn(C)c2n1)C1CC1,Orexin/Hypocretin receptor type 1,19.0
COc1ccc(cc1)[C@H](C)NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1cc(C)oc1C,Orexin/Hypocretin receptor type 1,40.0
CC(NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1cc(C)oc1C)c1c(C)nn(C)c1C,Orexin/Hypocretin receptor type 1,14.0
COc1ccc(cc1)[C@H](C)NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1ccoc1C,Orexin/Hypocretin receptor type 1,70.0
COc1ccc(cc1)[C@H](C)NC(=O)COc1cc(C)c2c(nn(C)c2n1)-c1cc(OC)cc(OC)c1,Orexin/Hypocretin receptor type 1,19.0
COc1ccnc(c1)-c1nn(C)c2nc(OCC(=O)N[C@@H](C)c3ccc(C)cc3)cc(C)c12,Orexin/Hypocretin receptor type 1,6.0
COc1ccc(cc1)[C@H](C)NC(=O)COc1cc(C(F)F)c2c(nn(C)c2n1)-c1cc(C)oc1C,Orexin/Hypocretin receptor type 1,20.0
COc1ccc2[C@H](CCc2c1)NC(=O)COc1cc(C(F)F)c2c(nn(C)c2n1)C1CC1,Orexin/Hypocretin receptor type 1,63.0
Cc1ccc2[C@H](CCc2c1)NC(=O)COc1cc(C)c2c(nn(C)c2n1)C1CC1,Orexin/Hypocretin receptor type 1,67.0
CC(NC(=O)COc1cc(C)c2c(nn(C)c2n1)C1CC1)c1ccc2n(C)ccc2c1,Orexin/Hypocretin receptor type 1,70.0
Cc1ccc2[C@H](CCc2n1)NC(=O)COc1cc(C)c2c(nn(C)c2n1)C1CC1,Orexin/Hypocretin receptor type 1,54.0
CCOc1ccc2[C@H](CCc2c1)NC(=O)COc1cc(C)c2c(nn(C)c2n1)C1CC1,Orexin/Hypocretin receptor type 1,52.0
Cc1cc(c(C)o1)-c1nn(C)c2nc(OCC(=O)N[C@H]3CCc4nc(C)ccc34)cc(c12)C(F)(F)F,Orexin/Hypocretin receptor type 1,34.0
COc1cc2CCC(NC(=O)COc3cc(C)c4c(nn(C)c4n3)C3CC3)c2cc1OC,Orexin/Hypocretin receptor type 1,55.0
C[C@H](NC(=O)COc1cc(C)c2c(nn(C)c2n1)C1CC1)c1ccc(C)cc1,Orexin/Hypocretin receptor type 1,18.0
CC1N(C2CCN(CC2)C2CCCCC2)C(=O)c2c1cccc2C(N)=O,Poly [ADP-ribose] polymerase 1,10.0
C[C@@H]1N(C2CCN(CC2)C2CCCCC2)C(=O)c2c1cccc2C(N)=O,Poly [ADP-ribose] polymerase 1,10.0
CC1N(C2CCN(CC2)C2CCC(F)(F)CC2)C(=O)c2c1cccc2C(N)=O,Poly [ADP-ribose] polymerase 1,30.0
CC1N(C2CCN(Cc3ccc4[nH]ccc4c3)CC2)C(=O)c2c1cccc2C(N)=O,Poly [ADP-ribose] polymerase 1,30.0
CC1N(C2CCN(CC2)C2CCCC2)C(=O)c2c1cccc2C(N)=O,Poly [ADP-ribose] polymerase 1,50.0
CC1N(C2CCN(Cc3ccco3)CC2)C(=O)c2c1cccc2C(N)=O,Poly [ADP-ribose] polymerase 1,40.0
CC1N(C2CCN(CC2)C2CCC2)C(=O)c2c1cccc2C(N)=O,Poly [ADP-ribose] polymerase 1,10.0
CC1N(C2CCN(Cc3ccc[nH]3)CC2)C(=O)c2c1cccc2C(N)=O,Poly [ADP-ribose] polymerase 1,20.0
CC1N(C2CCN(Cc3cccs3)CC2)C(=O)c2c1cccc2C(N)=O,Poly [ADP-ribose] polymerase 1,10.0
CC1N(C2CCN(CC3CCCCC3)CC2)C(=O)c2c1cccc2C(N)=O,Poly [ADP-ribose] polymerase 1,30.0
CC1N(C2CCN(CC3CCC=CC3)CC2)C(=O)c2c1cccc2C(N)=O,Poly [ADP-ribose] polymerase 1,40.0
CC1N(C2CCN(Cc3ncc[nH]3)CC2)C(=O)c2c1cccc2C(N)=O,Poly [ADP-ribose] polymerase 1,70.0
CC1N(C(=O)c2c1cccc2C(N)=O)c1ccc(cc1)N1CCOCC1,Poly [ADP-ribose] polymerase 1,40.0
CC1N(C(=O)c2c1cccc2C(N)=O)c1ccc(cc1)N1CCCCC1,Poly [ADP-ribose] polymerase 1,80.0
CC1N(C2CCN(CC2)C2CCCCC2)C(=O)c2c1cc(F)cc2C(N)=O,Poly [ADP-ribose] polymerase 1,60.0
CO[C@H]1CC[C@H](CC1)N1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,60.0
CO[C@H]1CC[C@@H](CC1)N1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,25.0
NC(=O)c1cccc2CN(C3CCN(CC3)[C@@H]3CC[C@H](CO)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,13.0
NC(=O)c1cccc2CN(C3CCN(CC3)[C@H]3CC[C@H](CO)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,20.0
COC[C@H]1CC[C@H](CC1)N1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,40.0
COC[C@H]1CC[C@@H](CC1)N1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(CC3)C3CCC(F)(F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,9.0
CN(C)c1ccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)cc1,Poly [ADP-ribose] polymerase 1,40.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccc(F)cc4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,40.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccccc4F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(Cc4cccc(F)c4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
Cn1cccc1CN1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,66.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccc(cc4)C(F)(F)F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,50.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccc5ccccc5n4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccc(F)cc4F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
Cc1ccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)cc1C,Poly [ADP-ribose] polymerase 1,29.0
Cc1ccccc1CN1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,40.0
NC(=O)c1cccc2CN(C3CCN(Cc4cccc(Br)c4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,50.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccc(Br)cc4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(Cc4cccc(c4)C(F)(F)F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,50.0
Cc1cccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)c1,Poly [ADP-ribose] polymerase 1,29.0
Cc1ncsc1CN1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(CC4CCN(Cc5ccccc5)CC4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(Cc4cccc5[nH]ccc45)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,34.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccc5[nH]ccc5c4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
Cc1ccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)cc1,Poly [ADP-ribose] polymerase 1,29.0
