Ligand SMILES,Target Name,Kd (nM)
CO[C@H]1CC[C@@H](CC1)N1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,25.0
NC(=O)c1cccc2CN(C3CCN(CC3)[C@@H]3CC[C@H](CO)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,13.0
NC(=O)c1cccc2CN(C3CCN(CC3)[C@H]3CC[C@H](CO)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,20.0
COC[C@H]1CC[C@H](CC1)N1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,40.0
COC[C@H]1CC[C@@H](CC1)N1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(CC3)C3CCC(F)(F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,9.0
CN(C)c1ccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)cc1,Poly [ADP-ribose] polymerase 1,40.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccc(F)cc4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,40.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccccc4F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(Cc4cccc(F)c4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
Cn1cccc1CN1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,66.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccc(cc4)C(F)(F)F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,50.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccc5ccccc5n4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccc(F)cc4F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
Cc1ccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)cc1C,Poly [ADP-ribose] polymerase 1,29.0
Cc1ccccc1CN1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,40.0
NC(=O)c1cccc2CN(C3CCN(Cc4cccc(Br)c4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,50.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccc(Br)cc4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(Cc4cccc(c4)C(F)(F)F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,50.0
Cc1cccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)c1,Poly [ADP-ribose] polymerase 1,29.0
Cc1ncsc1CN1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(CC4CCN(Cc5ccccc5)CC4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(Cc4cccc5[nH]ccc45)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,34.0
NC(=O)c1cccc2CN(C3CCN(Cc4ccc5[nH]ccc5c4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
Cc1ccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)cc1,Poly [ADP-ribose] polymerase 1,29.0
CC(C)n1cc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)c2ccccc12,Poly [ADP-ribose] polymerase 1,40.0
COc1cccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)c1,Poly [ADP-ribose] polymerase 1,29.0
Cc1ccsc1CN1CCC(CC1)N1Cc2cccc(C(N)=O)c2C1=O,Poly [ADP-ribose] polymerase 1,29.0
CCCOc1ccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)cc1,Poly [ADP-ribose] polymerase 1,29.0
CC(C)c1ccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)cc1,Poly [ADP-ribose] polymerase 1,29.0
COc1ccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)cc1,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(C3CCN(Cc4cccc(Cl)c4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,33.0
CCc1ccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)cc1,Poly [ADP-ribose] polymerase 1,29.0
Cc1ccc(CN2CCC(CC2)N2Cc3cccc(C(N)=O)c3C2=O)s1,Poly [ADP-ribose] polymerase 1,29.0
Cc1ccc(CN2CCC(CN3Cc4cccc(C(N)=O)c4C3=O)CC2)cc1,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cccc2CN(CC3CCN(Cc4ccc(F)cc4)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,29.0
NC(=O)c1cc(F)cc2CN(C3CCN(CC3)C3CCC(F)(F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,9.0
NC(=O)c1cc(Cl)cc2CN(C3CCN(CC3)C3CCC(F)(F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,9.0
NC(=O)c1ccc(F)c2CN(C3CCN(CC3)C3CCC(F)(F)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,80.0
NC(=O)c1cc(F)cc2CN(C3CCN(CC3)C3CCC(=O)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,9.0
NC(=O)c1cc(F)cc2CN(C3CCN(CC3)C3CCC(Cl)(Cl)CC3)C(=O)c12,Poly [ADP-ribose] polymerase 1,9.0
NC(=O)c1cccc2[nH]n(C3CCNCC3)c(=O)c12,Poly [ADP-ribose] polymerase 1,80.0
NC(=O)c1cccc2[nH]n(C3CCN(CC3)C3CCCC3)c(=O)c12,Poly [ADP-ribose] polymerase 1,50.0
NC(=O)c1cccc2[nH]n(C3CCN(CC3)C3CCCCC3)c(=O)c12,Poly [ADP-ribose] polymerase 1,60.0
NC(=O)c1cccc2[nH]n(C3CCN(CC3)C3CCC(F)(F)CC3)c(=O)c12,Poly [ADP-ribose] polymerase 1,60.0
Cn1n(C2CCN(CC2)C2CCCCC2)c(=O)c2c(cccc12)C(N)=O,Poly [ADP-ribose] polymerase 1,9.0
Cn1n(C2CCN(CC2)C2CCC(F)(F)CC2)c(=O)c2c(cccc12)C(N)=O,Poly [ADP-ribose] polymerase 1,9.0
Cn1n(C2CCN(CC2)C2CCCC2)c(=O)c2c(cccc12)C(N)=O,Poly [ADP-ribose] polymerase 1,9.0
Cn1n(C2CCNCC2)c(=O)c2c(cccc12)C(N)=O,Poly [ADP-ribose] polymerase 1,14.0
CC(C)N1CCC(CC1)n1n(C)c2cccc(C(N)=O)c2c1=O,Poly [ADP-ribose] polymerase 1,11.0
Cn1n(C2CCN(CC2)C2CCC2)c(=O)c2c(cccc12)C(N)=O,Poly [ADP-ribose] polymerase 1,9.0
NC(=O)c1cc(F)cc2[nH]n(C3CCNCC3)c(=O)c12,Poly [ADP-ribose] polymerase 1,9.0
Cn1n(C2CCNCC2)c(=O)c2c(cc(F)cc12)C(N)=O,Poly [ADP-ribose] polymerase 1,9.0
Cn1n(C2CCN(CC2)C2CCCCC2)c(=O)c2c(cc(F)cc12)C(N)=O,Poly [ADP-ribose] polymerase 1,9.0
NC(=O)c1cc(F)cc2[nH]n(C3CCN(CC3)C3CCCCC3)c(=O)c12,Poly [ADP-ribose] polymerase 1,30.0
NC(=O)c1cccc2[nH]n(C3CCN(CC4CCCCC4)CC3)c(=O)c12,Poly [ADP-ribose] polymerase 1,60.0
Cn1n(C2CCN(CC3CCCCC3)CC2)c(=O)c2c(cccc12)C(N)=O,Poly [ADP-ribose] polymerase 1,22.0
NC(=O)c1cccc2[nH]n(C3CCN(Cc4cccs4)CC3)c(=O)c12,Poly [ADP-ribose] polymerase 1,22.0
Cn1n(C2CCN(CC3CCC=CC3)CC2)c(=O)c2c(cccc12)C(N)=O,Poly [ADP-ribose] polymerase 1,11.0
Cn1n(C2CCN(Cc3cccs3)CC2)c(=O)c2c(cccc12)C(N)=O,Poly [ADP-ribose] polymerase 1,9.0
Cn1n(C2CCN(Cc3ccco3)CC2)c(=O)c2c(cccc12)C(N)=O,Poly [ADP-ribose] polymerase 1,15.0
COc1cccc(c1)C(=O)NC1C(O)[C@H](O[C@@H]2OC(CO)[C@H](O)C(OCc3ccc4ccccc4c3)C2O)C(CO)O[C@H]1OCCNC(=O)CCCCCN1C(=O)C=CC1=O,Galectin-3,14.0
OCC1O[C@@H](S[C@@H]2OC(CO)[C@H](O)C(C2O)n2cc(nn2)-c2cccc(F)c2)C(O)C([C@H]1O)n1cc(nn1)-c1cccc(F)c1,Galectin-3,36.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc(Br)cc1,Poly [ADP-ribose] polymerase 1,9.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1cccc(c1)C(F)(F)F,Poly [ADP-ribose] polymerase 1,30.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc(cc1)N1CCOCC1,Poly [ADP-ribose] polymerase 1,40.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc(N2CCOCC2)c(Br)c1,Poly [ADP-ribose] polymerase 1,9.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1cccc(Br)c1,Poly [ADP-ribose] polymerase 1,10.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc(cc1)C#N,Poly [ADP-ribose] polymerase 1,10.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc(cc1)N1CCCC1,Poly [ADP-ribose] polymerase 1,40.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc(Cl)cc1,Poly [ADP-ribose] polymerase 1,9.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc(F)cc1,Poly [ADP-ribose] polymerase 1,30.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1cccc(c1)C#N,Poly [ADP-ribose] polymerase 1,20.0
NCCOc1c([nH]c(=O)c2c(F)c(F)ccc12)-c1ccc(Br)cc1,Poly [ADP-ribose] polymerase 1,9.0
Cc1cc(ccc1Cl)-c1[nH]c(=O)c2cc(F)ccc2c1OCCN,Poly [ADP-ribose] polymerase 1,9.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc(Cl)c(Cl)c1,Poly [ADP-ribose] polymerase 1,9.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc(F)c(F)c1,Poly [ADP-ribose] polymerase 1,10.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc(N2CCCC2)c(Br)c1,Poly [ADP-ribose] polymerase 1,60.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc2OCCOc2c1,Poly [ADP-ribose] polymerase 1,30.0
NCCOc1c([nH]c(=O)c2cc(F)ccc12)-c1ccc2OCOc2c1,Poly [ADP-ribose] polymerase 1,20.0
COc1ccc(cc1F)-c1[nH]c(=O)c2cc(F)ccc2c1OCCN,Poly [ADP-ribose] polymerase 1,9.0
NS(=O)(=O)c1ccc(cc1)C(=O)Cn1c(Cc2ccccc2)nc2ccccc12,Carbonic anhydrase 2,100.0
CC(=O)Nc1nnc(s1)S(N)(=O)=O,Carbonic anhydrase 2,17.0
CC(C)(C)NS(=O)(=O)c1ccc(cc1C(F)(F)F)-c1sc(nc1CC1CCCCC1)-c1nnc(o1)C(C)(C)O,Nuclear receptor ROR-gamma,67.0
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)-c2nnc(o2)C(C)(C)O)c2ccccc12,Nuclear receptor ROR-gamma,0.82
Cc1nnc(o1)-c1nc(CC2CCCCC2)c(s1)-c1ccc(c2ccccc12)S(=O)(=O)NC(C)(C)C,Nuclear receptor ROR-gamma,12.0
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(Cl)c1Cl,Nuclear receptor ROR-gamma,3.3
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c2ccccc12,Nuclear receptor ROR-gamma,0.25
CC(C)(C)NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(Cl)c1Cl,Nuclear receptor ROR-gamma,0.55
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c2ccccc12)C(F)(F)F,Nuclear receptor ROR-gamma,0.35
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(Cl)c1Cl)C(F)(F)F,Nuclear receptor ROR-gamma,0.05
CC(C)(Cc1nnc(o1)-c1nc(CC2CCC2)c(s1)-c1ccc(c(Cl)c1Cl)S(=O)(=O)NCC(F)(F)F)C(O)=O,Nuclear receptor ROR-gamma,3.2
CC(C)(Cc1nnc(o1)-c1nc(CC2CCC2)c(s1)-c1ccc(CN2CCOCC2(C)C)c2ccccc12)C(O)=O,Nuclear receptor ROR-gamma,93.0
CC(N1CCOCC1(C)C)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c2ccccc12,Nuclear receptor ROR-gamma,3.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)OC=O)o2)c(Cl)c1Cl)C(F)(F)F,Nuclear receptor ROR-gamma,0.36
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)OC=O)o2)c(Cl)c1)C(F)(F)F,Nuclear receptor ROR-gamma,5.4
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)OC=O)o2)c(OC(F)(F)F)c1)C(F)(F)F,Nuclear receptor ROR-gamma,3.6
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)OC=O)o2)c(c1)C(F)(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,8.7
CC(C)Cc1nc(sc1-c1ccc(c(Cl)c1Cl)S(=O)(=O)N[C@@H](C)C(F)(F)F)-c1nnc(CC(C)(C)OC=O)o1,Nuclear receptor ROR-gamma,2.0
CC(C)Cc1nc(sc1-c1ccc(cc1OC(F)(F)F)S(=O)(=O)N[C@@H](C)C(F)(F)F)-c1nnc(CC(C)(C)OC=O)o1,Nuclear receptor ROR-gamma,22.0
C[C@H](NS(=O)(=O)c1ncc(-c2sc(nc2CC2CCCCC2)-c2nnc(CC(C)(C)OC=O)o2)c2ccccc12)C(F)(F)F,Nuclear receptor ROR-gamma,0.33
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)OC=O)o2)c2ccncc12)C(F)(F)F,Nuclear receptor ROR-gamma,11.0
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)OC=O)o2)c2cnccc12)C(F)(F)F,Nuclear receptor ROR-gamma,7.5
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)OC=O)o2)c(OC(F)(F)F)c1)C(F)(F)F,Nuclear receptor ROR-gamma,5.4
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)OC=O)o2)c(Cl)c1)C(F)(F)F,Nuclear receptor ROR-gamma,6.5
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)-c2nnc(CC(C)(C)OC=O)o2)c2ccccc12)C(F)(F)F,Nuclear receptor ROR-gamma,0.02
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)-c2nnc(CC(C)(C)OC=O)o2)c(OC(F)(F)F)c1)C(F)(F)F,Nuclear receptor ROR-gamma,0.2
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c2ccncc12)C(F)(F)F,Nuclear receptor ROR-gamma,0.33
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c2ccncc12)C(F)(F)F,Nuclear receptor ROR-gamma,0.045
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(C(F)F)c1F)C(F)(F)F,Nuclear receptor ROR-gamma,0.036
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(C(F)F)c1F)C(F)(F)F,Nuclear receptor ROR-gamma,0.058
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(C(F)F)c1F)C(F)(F)F,Nuclear receptor ROR-gamma,0.025
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC(C)(C)OC)-c2nnc(CC(C)(C)OC=O)o2)c2ccccc12)C(F)(F)F,Nuclear receptor ROR-gamma,0.47
COC(C)(C)Cc1nc(sc1-c1ccc(c2ccccc12)S(=O)(=O)N[C@@H](C)C(F)(F)F)-c1nnc(CC(C)(C)OC=O)o1,Nuclear receptor ROR-gamma,3.3
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CC(C)(C)C2)-c2nnc(CC(C)(C)C(O)=O)o2)c(Cl)c1Cl)C(F)(F)F,Nuclear receptor ROR-gamma,0.083
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CC(F)(F)C2)-c2nnc(CC(C)(C)C(O)=O)o2)c(Cl)c1Cl)C(F)(F)F,Nuclear receptor ROR-gamma,0.28
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CC(F)(F)C2)-c2nnc(CC(C)(C)C(O)=O)o2)c2ccccc12)C(F)(F)F,Nuclear receptor ROR-gamma,0.96
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2Cc2ccc(F)cc2)-c2nnc(CC(C)(C)C(O)=O)o2)c(C(F)F)c1F)C(F)(F)F,Nuclear receptor ROR-gamma,0.044
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2Cc2ccc(F)cc2)-c2nnc(CC(C)(C)C(O)=O)o2)c(Cl)c1Cl)C(F)(F)F,Nuclear receptor ROR-gamma,0.07
CC(C)(Cc1nnc(o1)-c1nc(CC2CCC2)c(s1)-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F)C(O)=O,Nuclear receptor ROR-gamma,18.0
C[C@H](NC(=O)c1cc(cc(c1)C1(C)CC1)-c1sc(nc1CC1CCC1)-c1nnc(CC(C)(C)OC=O)o1)C(F)(F)F,Nuclear receptor ROR-gamma,5.6
CC(C)(C)c1cc(cc(c1)C(O)(C(F)(F)F)C(F)(F)F)-c1sc(nc1CC1CCC1)-c1nnc(CC(C)(C)C(O)=O)o1,Nuclear receptor ROR-gamma,1.1
C[C@H](NC(=O)c1cc(cc(c1)C1(CC1)C(F)(F)F)-c1sc(nc1CC1CCC1)-c1nnc(CC(C)(C)C(O)=O)o1)C(F)(F)F,Nuclear receptor ROR-gamma,4.0
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(C(F)F)c1F)C(F)(F)F,Nuclear receptor ROR-gamma,0.038
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2COC(C)C)-c2nnc(CC(C)(C)C(O)=O)o2)c2ccccc12)C(F)(F)F,Nuclear receptor ROR-gamma,0.71
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(C(F)F)c1Cl)C(F)(F)F,Nuclear receptor ROR-gamma,0.03
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(F)c1C(F)F)C(F)(F)F,Nuclear receptor ROR-gamma,0.02
CC(C)(Cc1nnc(o1)-c1nc(Cc2ccc(F)cc2)c(s1)-c1ccc(cc1C(F)F)C(O)(C(F)(F)F)C(F)(F)F)C(O)=O,Nuclear receptor ROR-gamma,0.12
CC[C@@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)C(O)=O)o2)c(C(F)F)c1F)C(F)(F)F,Nuclear receptor ROR-gamma,1.3
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC(C)(C)OC)-c2nnc(CC(C)(C)OC=O)o2)c(Cl)c1Cl)C(F)(F)F,Nuclear receptor ROR-gamma,2.3
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CC(F)(F)C2)-c2nnc(CC(C)(C)C(O)=O)o2)c2ccccc12)C(F)(F)F,Nuclear receptor ROR-gamma,0.04
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(o2)[C@H]2C[C@@H](C2)OC=O)c(Cl)c1Cl)C(F)(F)F,Nuclear receptor ROR-gamma,4.3
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CN2CCCC(F)(F)C2)-c2nnc(o2)C(C)(C)O)c(Cl)c1Cl)C(F)(F)F,Nuclear receptor ROR-gamma,1.2
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CN2CCCC(F)(F)C2)-c2nnc(CC(C)(C)C(O)=O)o2)c(Cl)c1Cl)C(F)(F)F,Nuclear receptor ROR-gamma,0.32
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CN2CCC[C@@H](F)C2)-c2nnc(CC(C)(C)C(O)=O)o2)c2ccccc12)C(F)(F)F,Nuclear receptor ROR-gamma,0.2
CC[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CN2CCCC(F)(F)C2)-c2nnc(CC(C)(C)C(O)=O)o2)c2ccccc12)C(F)(F)F,Nuclear receptor ROR-gamma,0.12
CC(C)(Cc1nnc(o1)-c1nc(CN2CCCC(F)(F)C2)c(s1)-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F)C(O)=O,Nuclear receptor ROR-gamma,1.1
CC(C)(Cc1nnc(o1)-c1nc(CN2CCC[C@@H](F)C2)c(s1)-c1ccc(c(Cl)c1Cl)C(O)(C(F)(F)F)C(F)(F)F)C(O)=O,Nuclear receptor ROR-gamma,1.6
C[C@H](NS(=O)(=O)c1ccc(-c2sc(nc2CC2CCC2)-c2nnc(CC(C)(C)OC=O)s2)c(Cl)c1Cl)C(F)(F)F,Nuclear receptor ROR-gamma,14.0
